,,,,,,,,,,,
,,,,,,,,,,,
,Tabla N°:,1.2 ,,,,,,,,,
,Nombre de la tabla:,"Población en viviendas particulares por condición de pobreza por NBI y sexo al nacer, según provincia, cantón, parroquia y área de residencia",,,,,,,,,
,Fuente:,VIII Censo de Población y VII de Vivienda ,,,,,,,,,
,Elaboración:,Instituto Nacional de Estadística y Censos (INEC) - Componente de Metodología y Análisis – CPV 2022 ,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Índice,"Provincia, cantón, parroquia y área de residencia",,,Número total de personas en viviendas particulares,Número total de personas en viviendas particulares,Condición de Pobreza por Necesidades Básicas Insatisfechas NBI,,,,,
,,,,,,No pobres,,"Total
No pobres",Pobres,,"Total
Pobres"
,,,,,,Sexo al nacer,,,Sexo al nacer,,
,,,,,,Hombres,Mujeres,,Hombres,Mujeres,
,,,,,,,,,,,
,Loja,Sozoranga,Sozoranga,Urbana,907,336,356,692,108,107,215
,Loja,Sozoranga,Sozoranga,Rural,"2,763",94,94,188,"1,337","1,238","2,575"
,Loja,Sozoranga,Nueva Fátima,Total Nueva Fátima,816,124,124,248,304,264,568
,Loja,Sozoranga,Nueva Fátima,Rural,816,124,124,248,304,264,568
,Loja,Sozoranga,Tacamoros,Total Tacamoros,"2,483",177,209,386,"1,021","1,076","2,097"
,Loja,Sozoranga,Tacamoros,Rural,"2,483",177,209,386,"1,021","1,076","2,097"
,Loja,Zapotillo,Total Zapotillo,Total Zapotillo,"14,555","2,984","2,963","5,947","4,470","4,138","8,608"
,Loja,Zapotillo,Total Zapotillo,Urbana,"3,583","1,385","1,456","2,841",350,392,742
,Loja,Zapotillo,Total Zapotillo,Rural,"10,972","1,599","1,507","3,106","4,120","3,746","7,866"
,Loja,Zapotillo,Zapotillo,Total Zapotillo,"5,835","1,787","1,865","3,652","1,081","1,102","2,183"
,Loja,Zapotillo,Zapotillo,Urbana,"3,583","1,385","1,456","2,841",350,392,742
,Loja,Zapotillo,Zapotillo,Rural,"2,252",402,409,811,731,710,"1,441"
,Loja,Zapotillo,Mangahurco,Total Mangahurco,868,217,218,435,234,199,433
,Loja,Zapotillo,Mangahurco,Rural,868,217,218,435,234,199,433
,Loja,Zapotillo,Garzareal,Total Garzareal,"1,913",294,292,586,692,635,"1,327"
,Loja,Zapotillo,Garzareal,Rural,"1,913",294,292,586,692,635,"1,327"
,Loja,Zapotillo,Limones,Total Limones,"1,685",217,193,410,663,612,"1,275"
,Loja,Zapotillo,Limones,Rural,"1,685",217,193,410,663,612,"1,275"
,Loja,Zapotillo,Paletillas,Total Paletillas,"2,574",343,289,632,"1,031",911,"1,942"
,Loja,Zapotillo,Paletillas,Rural,"2,574",343,289,632,"1,031",911,"1,942"
,Loja,Zapotillo,Bolaspamba,Total Bolaspamba,"1,207",100,88,188,541,478,"1,019"
,Loja,Zapotillo,Bolaspamba,Rural,"1,207",100,88,188,541,478,"1,019"
,Loja,Zapotillo,Cazaderos,Total Cazaderos,473,26,18,44,228,201,429
,Loja,Zapotillo,Cazaderos,Rural,473,26,18,44,228,201,429
,Loja,Pindal,Total Pindal,Total Pindal,"10,407","1,428","1,441","2,869","3,932","3,606","7,538"
,Loja,Pindal,Total Pindal,Urbana,"2,659",902,921,"1,823",425,411,836
,Loja,Pindal,Total Pindal,Rural,"7,748",526,520,"1,046","3,507","3,195","6,702"
,Loja,Pindal,Pindal,Total Pindal,"4,392","1,128","1,148","2,276","1,087","1,029","2,116"
,Loja,Pindal,Pindal,Urbana,"2,659",902,921,"1,823",425,411,836
,Loja,Pindal,Pindal,Rural,"1,733",226,227,453,662,618,"1,280"
,Loja,Pindal,Chaquinal,Total Chaquinal,995,23,22,45,503,447,950
,Loja,Pindal,Chaquinal,Rural,995,23,22,45,503,447,950
,Loja,Pindal,12 de Diciembre,Total 12 de Diciembre,"2,059",202,195,397,874,788,"1,662"
,Loja,Pindal,12 de Diciembre,Rural,"2,059",202,195,397,874,788,"1,662"
,Loja,Pindal,Milagros,Total Milagros,"2,961",75,76,151,"1,468","1,342","2,810"
,Loja,Pindal,Milagros,Rural,"2,961",75,76,151,"1,468","1,342","2,810"
,Loja,Quilanga,Total Quilanga,Total Quilanga,"3,970",664,743,"1,407","1,293","1,270","2,563"
,Loja,Quilanga,Total Quilanga,Urbana,933,341,394,735,95,103,198
,Loja,Quilanga,Total Quilanga,Rural,"3,037",323,349,672,"1,198","1,167","2,365"
,Loja,Quilanga,Quilanga,Total Quilanga,"2,558",482,528,"1,010",783,765,"1,548"
,Loja,Quilanga,Quilanga,Urbana,933,341,394,735,95,103,198
,Loja,Quilanga,Quilanga,Rural,"1,625",141,134,275,688,662,"1,350"
,Loja,Quilanga,Fundochamba,Total Fundochamba,293,51,57,108,98,87,185
,Loja,Quilanga,Fundochamba,Rural,293,51,57,108,98,87,185
,Loja,Quilanga,San Antonio de las Aradas,Total San Antonio de las Aradas,"1,119",131,158,289,412,418,830
,Loja,Quilanga,San Antonio de las Aradas,Rural,"1,119",131,158,289,412,418,830
,Loja,Olmedo,Total Olmedo,Total Olmedo,"4,164",752,763,"1,515","1,330","1,319","2,649"
,Loja,Olmedo,Total Olmedo,Urbana,745,286,289,575,87,83,170
,Loja,Olmedo,Total Olmedo,Rural,"3,419",466,474,940,"1,243","1,236","2,479"
,Loja,Olmedo,Olmedo,Total Olmedo,"3,702",721,733,"1,454","1,133","1,115","2,248"
,Loja,Olmedo,Olmedo,Urbana,745,286,289,575,87,83,170
,Loja,Olmedo,Olmedo,Rural,"2,957",435,444,879,"1,046","1,032","2,078"
,Loja,Olmedo,La Tingue,Total La Tingue,462,31,30,61,197,204,401
,Loja,Olmedo,La Tingue,Rural,462,31,30,61,197,204,401
,Los Ríos,Total Los Ríos,Total Los Ríos,Total Los Ríos,"897,111","167,912","178,529","346,441","274,119","276,551","550,670"
,Los Ríos,Total Los Ríos,Total Los Ríos,Urbana,"483,992","132,388","142,565","274,953","100,401","108,638","209,039"
,Los Ríos,Total Los Ríos,Total Los Ríos,Rural,"413,119","35,524","35,964","71,488","173,718","167,913","341,631"
,Los Ríos,Babahoyo,Total Babahoyo,Total Babahoyo,"178,186","39,428","42,370","81,798","47,405","48,983","96,388"
,Los Ríos,Babahoyo,Total Babahoyo,Urbana,"97,961","30,809","33,601","64,410","15,925","17,626","33,551"
,Los Ríos,Babahoyo,Total Babahoyo,Rural,"80,225","8,619","8,769","17,388","31,480","31,357","62,837"
,Los Ríos,Babahoyo,Babahoyo,Total Babahoyo,"111,724","31,608","34,450","66,058","21,907","23,759","45,666"
,Los Ríos,Babahoyo,Babahoyo,Urbana,"97,961","30,809","33,601","64,410","15,925","17,626","33,551"
,Los Ríos,Babahoyo,Babahoyo,Rural,"13,763",799,849,"1,648","5,982","6,133","12,115"
,Los Ríos,Babahoyo,Caracol,Total Caracol,"5,226",495,466,961,"2,165","2,100","4,265"
,Los Ríos,Babahoyo,Caracol,Rural,"5,226",495,466,961,"2,165","2,100","4,265"
,Los Ríos,Babahoyo,Febres Cordero,Total Febres Cordero,"19,008","1,976","2,123","4,099","7,515","7,394","14,909"
,Los Ríos,Babahoyo,Febres Cordero,Rural,"19,008","1,976","2,123","4,099","7,515","7,394","14,909"
,Los Ríos,Babahoyo,Pimocha,Total Pimocha,"28,135","2,799","2,771","5,570","11,337","11,228","22,565"
,Los Ríos,Babahoyo,Pimocha,Rural,"28,135","2,799","2,771","5,570","11,337","11,228","22,565"
,Los Ríos,Babahoyo,La Unión,Total La Unión,"14,093","2,550","2,560","5,110","4,481","4,502","8,983"
,Los Ríos,Babahoyo,La Unión,Rural,"14,093","2,550","2,560","5,110","4,481","4,502","8,983"
,Los Ríos,Baba,Total Baba,Total Baba,"45,275","4,952","5,134","10,086","17,977","17,212","35,189"
,Los Ríos,Baba,Total Baba,Urbana,"6,743","1,894","2,069","3,963","1,349","1,431","2,780"
,Los Ríos,Baba,Total Baba,Rural,"38,532","3,058","3,065","6,123","16,628","15,781","32,409"
,Los Ríos,Baba,Baba,Total Baba,"21,564","2,674","2,822","5,496","8,265","7,803","16,068"
,Los Ríos,Baba,Baba,Urbana,"6,743","1,894","2,069","3,963","1,349","1,431","2,780"
,Los Ríos,Baba,Baba,Rural,"14,821",780,753,"1,533","6,916","6,372","13,288"
,Los Ríos,Baba,Guare,Total Guare,"13,581",769,725,"1,494","6,185","5,902","12,087"
,Los Ríos,Baba,Guare,Rural,"13,581",769,725,"1,494","6,185","5,902","12,087"
,Los Ríos,Baba,Isla de Bejucal,Total Isla de Bejucal,"10,130","1,509","1,587","3,096","3,527","3,507","7,034"
,Los Ríos,Baba,Isla de Bejucal,Rural,"10,130","1,509","1,587","3,096","3,527","3,507","7,034"
,Los Ríos,Montalvo,Total Montalvo,Total Montalvo,"28,353","6,766","6,976","13,742","7,220","7,391","14,611"
,Los Ríos,Montalvo,Total Montalvo,Urbana,"16,247","5,078","5,337","10,415","2,748","3,084","5,832"
,Los Ríos,Montalvo,Total Montalvo,Rural,"12,106","1,688","1,639","3,327","4,472","4,307","8,779"
,Los Ríos,Montalvo,Montalvo,Total Montalvo,"25,874","6,144","6,368","12,512","6,566","6,796","13,362"
,Los Ríos,Montalvo,Montalvo,Urbana,"16,247","5,078","5,337","10,415","2,748","3,084","5,832"
,Los Ríos,Montalvo,Montalvo,Rural,"9,627","1,066","1,031","2,097","3,818","3,712","7,530"
,Los Ríos,Montalvo,La Esmeralda,Total La Esmeralda,"2,479",622,608,"1,230",654,595,"1,249"
,Los Ríos,Montalvo,La Esmeralda,Rural,"2,479",622,608,"1,230",654,595,"1,249"
,Los Ríos,Puebloviejo,Total Puebloviejo,Total Puebloviejo,"40,944","7,185","7,639","14,824","12,856","13,264","26,120"
,Los Ríos,Puebloviejo,Total Puebloviejo,Urbana,"9,643","2,563","2,725","5,288","2,089","2,266","4,355"
,Los Ríos,Puebloviejo,Total Puebloviejo,Rural,"31,301","4,622","4,914","9,536","10,767","10,998","21,765"
,Los Ríos,Puebloviejo,Puebloviejo,Total Puebloviejo,"14,960","2,601","2,767","5,368","4,735","4,857","9,592"
,Los Ríos,Puebloviejo,Puebloviejo,Urbana,"9,643","2,563","2,725","5,288","2,089","2,266","4,355"
,Los Ríos,Puebloviejo,Puebloviejo,Rural,"5,317",38,42,80,"2,646","2,591","5,237"
,Los Ríos,Puebloviejo,Puerto Pechiche,Total Puerto Pechiche,"5,221",235,242,477,"2,347","2,397","4,744"
,Los Ríos,Puebloviejo,Puerto Pechiche,Rural,"5,221",235,242,477,"2,347","2,397","4,744"
,Los Ríos,Puebloviejo,San Juan,Total San Juan,"20,763","4,349","4,630","8,979","5,774","6,010","11,784"
,Los Ríos,Puebloviejo,San Juan,Rural,"20,763","4,349","4,630","8,979","5,774","6,010","11,784"
,Los Ríos,Quevedo,Total Quevedo,Total Quevedo,"205,120","48,648","52,227","100,875","50,515","53,730","104,245"
,Los Ríos,Quevedo,Total Quevedo,Urbana,"176,924","45,771","49,210","94,981","39,388","42,555","81,943"
,Los Ríos,Quevedo,Total Quevedo,Rural,"28,196","2,877","3,017","5,894","11,127","11,175","22,302"
,Los Ríos,Quevedo,Quevedo,Total Quevedo,"186,215","45,874","49,297","95,171","44,100","46,944","91,044"
,Los Ríos,Quevedo,Quevedo,Urbana,"176,924","45,771","49,210","94,981","39,388","42,555","81,943"
,Los Ríos,Quevedo,Quevedo,Rural,"9,291",103,87,190,"4,712","4,389","9,101"
,Los Ríos,Quevedo,San Carlos,Total San Carlos,"12,037","1,611","1,728","3,339","4,202","4,496","8,698"
,Los Ríos,Quevedo,San Carlos,Rural,"12,037","1,611","1,728","3,339","4,202","4,496","8,698"
,Los Ríos,Quevedo,La Esperanza,Total La Esperanza,"6,868","1,163","1,202","2,365","2,213","2,290","4,503"
,Los Ríos,Quevedo,La Esperanza,Rural,"6,868","1,163","1,202","2,365","2,213","2,290","4,503"
,Los Ríos,Urdaneta,Total Urdaneta,Total Urdaneta,"33,098","3,878","4,043","7,921","12,603","12,574","25,177"
,Los Ríos,Urdaneta,Total Urdaneta,Urbana,"7,207","1,491","1,629","3,120","1,981","2,106","4,087"
,Los Ríos,Urdaneta,Total Urdaneta,Rural,"25,891","2,387","2,414","4,801","10,622","10,468","21,090"
,Los Ríos,Urdaneta,Catarama,Total Catarama,"9,671","1,619","1,750","3,369","3,119","3,183","6,302"
,Los Ríos,Urdaneta,Catarama,Urbana,"7,207","1,491","1,629","3,120","1,981","2,106","4,087"
,Los Ríos,Urdaneta,Catarama,Rural,"2,464",128,121,249,"1,138","1,077","2,215"
,Los Ríos,Urdaneta,Ricaurte,Total Ricaurte,"23,427","2,259","2,293","4,552","9,484","9,391","18,875"
,Los Ríos,Urdaneta,Ricaurte,Rural,"23,427","2,259","2,293","4,552","9,484","9,391","18,875"
,Los Ríos,Ventanas,Total Ventanas,Total Ventanas,"73,181","12,504","13,436","25,940","23,327","23,914","47,241"
,Los Ríos,Ventanas,Total Ventanas,Urbana,"41,510","10,875","11,770","22,645","9,075","9,790","18,865"
,Los Ríos,Ventanas,Total Ventanas,Rural,"31,671","1,629","1,666","3,295","14,252","14,124","28,376"
,Los Ríos,Ventanas,Ventanas,Total Ventanas,"48,988","11,240","12,133","23,373","12,493","13,122","25,615"
,Los Ríos,Ventanas,Ventanas,Urbana,"41,510","10,875","11,770","22,645","9,075","9,790","18,865"
,Los Ríos,Ventanas,Ventanas,Rural,"7,478",365,363,728,"3,418","3,332","6,750"
,Los Ríos,Ventanas,Zapotal,Total Zapotal,"18,364","1,094","1,119","2,213","8,102","8,049","16,151"
,Los Ríos,Ventanas,Zapotal,Rural,"18,364","1,094","1,119","2,213","8,102","8,049","16,151"
,Los Ríos,Ventanas,Chacarita,Total Chacarita,"3,101",126,133,259,"1,446","1,396","2,842"
,Los Ríos,Ventanas,Chacarita,Rural,"3,101",126,133,259,"1,446","1,396","2,842"
,Los Ríos,Ventanas,Los Ángeles,Total Los Ángeles,"2,728",44,51,95,"1,286","1,347","2,633"
,Los Ríos,Ventanas,Los Ángeles,Rural,"2,728",44,51,95,"1,286","1,347","2,633"
,Los Ríos,Vinces,Total Vinces,Total Vinces,"80,893","12,257","13,275","25,532","28,217","27,144","55,361"
,Los Ríos,Vinces,Total Vinces,Urbana,"35,053","10,442","11,498","21,940","6,252","6,861","13,113"
,Los Ríos,Vinces,Total Vinces,Rural,"45,840","1,815","1,777","3,592","21,965","20,283","42,248"
,Los Ríos,Vinces,Vinces,Total Vinces,"63,515","10,575","11,629","22,204","20,883","20,428","41,311"
,Los Ríos,Vinces,Vinces,Urbana,"35,053","10,442","11,498","21,940","6,252","6,861","13,113"
,Los Ríos,Vinces,Vinces,Rural,"28,462",133,131,264,"14,631","13,567","28,198"
,Los Ríos,Vinces,Antonio Sotomayor,Total Antonio Sotomayor,"17,378","1,682","1,646","3,328","7,334","6,716","14,050"
,Los Ríos,Vinces,Antonio Sotomayor,Rural,"17,378","1,682","1,646","3,328","7,334","6,716","14,050"
,Los Ríos,Palenque,Total Palenque,Total Palenque,"24,838","2,071","2,144","4,215","10,647","9,976","20,623"
,Los Ríos,Palenque,Total Palenque,Urbana,"7,258","1,682","1,757","3,439","1,852","1,967","3,819"
,Los Ríos,Palenque,Total Palenque,Rural,"17,580",389,387,776,"8,795","8,009","16,804"
,Los Ríos,Palenque,Palenque,Total Palenque,"24,838","2,071","2,144","4,215","10,647","9,976","20,623"
,Los Ríos,Palenque,Palenque,Urbana,"7,258","1,682","1,757","3,439","1,852","1,967","3,819"
,Los Ríos,Palenque,Palenque,Rural,"17,580",389,387,776,"8,795","8,009","16,804"
,Los Ríos,Buena Fe,Total Buena Fe,Total Buena Fe,"74,240","17,608","18,572","36,180","18,989","19,071","38,060"
,Los Ríos,Buena Fe,Total Buena Fe,Urbana,"46,764","13,454","14,441","27,895","9,155","9,714","18,869"
,Los Ríos,Buena Fe,Total Buena Fe,Rural,"27,476","4,154","4,131","8,285","9,834","9,357","19,191"
,Los Ríos,Buena Fe,San Jacinto de Buena Fe,Total San Jacinto de Buena Fe,"59,389","15,359","16,329","31,688","13,770","13,931","27,701"
,Los Ríos,Buena Fe,San Jacinto de Buena Fe,Urbana,"46,764","13,454","14,441","27,895","9,155","9,714","18,869"
,Los Ríos,Buena Fe,San Jacinto de Buena Fe,Rural,"12,625","1,905","1,888","3,793","4,615","4,217","8,832"
,Los Ríos,Buena Fe,Patricia Pilar,Total Patricia Pilar,"14,851","2,249","2,243","4,492","5,219","5,140","10,359"
,Los Ríos,Buena Fe,Patricia Pilar,Rural,"14,851","2,249","2,243","4,492","5,219","5,140","10,359"
,Los Ríos,Valencia,Total Valencia,Total Valencia,"51,496","4,557","4,573","9,130","21,381","20,985","42,366"
,Los Ríos,Valencia,Total Valencia,Urbana,"22,993","3,229","3,300","6,529","8,005","8,459","16,464"
,Los Ríos,Valencia,Total Valencia,Rural,"28,503","1,328","1,273","2,601","13,376","12,526","25,902"
,Los Ríos,Valencia,Valencia,Total Valencia,"51,496","4,557","4,573","9,130","21,381","20,985","42,366"
,Los Ríos,Valencia,Valencia,Urbana,"22,993","3,229","3,300","6,529","8,005","8,459","16,464"
,Los Ríos,Valencia,Valencia,Rural,"28,503","1,328","1,273","2,601","13,376","12,526","25,902"
,Los Ríos,Mocache,Total Mocache,Total Mocache,"42,023","5,400","5,518","10,918","15,759","15,346","31,105"
,Los Ríos,Mocache,Total Mocache,Urbana,"9,534","2,971","3,120","6,091","1,647","1,796","3,443"
,Los Ríos,Mocache,Total Mocache,Rural,"32,489","2,429","2,398","4,827","14,112","13,550","27,662"
,Los Ríos,Mocache,Mocache,Total Mocache,"42,023","5,400","5,518","10,918","15,759","15,346","31,105"
,Los Ríos,Mocache,Mocache,Urbana,"9,534","2,971","3,120","6,091","1,647","1,796","3,443"
,Los Ríos,Mocache,Mocache,Rural,"32,489","2,429","2,398","4,827","14,112","13,550","27,662"
,Los Ríos,Quinsaloma,Total Quinsaloma,Total Quinsaloma,"19,464","2,658","2,622","5,280","7,223","6,961","14,184"
,Los Ríos,Quinsaloma,Total Quinsaloma,Urbana,"6,155","2,129","2,108","4,237",935,983,"1,918"
,Los Ríos,Quinsaloma,Total Quinsaloma,Rural,"13,309",529,514,"1,043","6,288","5,978","12,266"
,Los Ríos,Quinsaloma,Quinsaloma,Total Quinsaloma,"19,464","2,658","2,622","5,280","7,223","6,961","14,184"
,Los Ríos,Quinsaloma,Quinsaloma,Urbana,"6,155","2,129","2,108","4,237",935,983,"1,918"
,Los Ríos,Quinsaloma,Quinsaloma,Rural,"13,309",529,514,"1,043","6,288","5,978","12,266"
,Manabí,Total Manabí,Total Manabí,Total Manabí,"1,589,104","305,766","327,962","633,728","478,056","477,320","955,376"
,Manabí,Total Manabí,Total Manabí,Urbana,"923,170","266,236","287,580","553,816","179,026","190,328","369,354"
,Manabí,Total Manabí,Total Manabí,Rural,"665,934","39,530","40,382","79,912","299,030","286,992","586,022"
,Manabí,Portoviejo,Total Portoviejo,Total Portoviejo,"320,519","87,077","94,828","181,905","68,621","69,993","138,614"
,Manabí,Portoviejo,Total Portoviejo,Urbana,"243,931","82,349","89,995","172,344","34,881","36,706","71,587"
,Manabí,Portoviejo,Total Portoviejo,Rural,"76,588","4,728","4,833","9,561","33,740","33,287","67,027"
,Manabí,Portoviejo,Portoviejo,Total Portoviejo,"252,044","83,314","90,932","174,246","38,027","39,771","77,798"
,Manabí,Portoviejo,Portoviejo,Urbana,"243,931","82,349","89,995","172,344","34,881","36,706","71,587"
,Manabí,Portoviejo,Portoviejo,Rural,"8,113",965,937,"1,902","3,146","3,065","6,211"
,Manabí,Portoviejo,Abdón Calderón,Total Abdón Calderón,"16,848",921,"1,034","1,955","7,479","7,414","14,893"
,Manabí,Portoviejo,Abdón Calderón,Rural,"16,848",921,"1,034","1,955","7,479","7,414","14,893"
,Manabí,Portoviejo,Alhajuela,Total Alhajuela,"4,714",294,314,608,"2,031","2,075","4,106"
,Manabí,Portoviejo,Alhajuela,Rural,"4,714",294,314,608,"2,031","2,075","4,106"
,Manabí,Portoviejo,Crucita,Total Crucita,"16,985","1,438","1,454","2,892","7,079","7,014","14,093"
,Manabí,Portoviejo,Crucita,Rural,"16,985","1,438","1,454","2,892","7,079","7,014","14,093"
,Manabí,Portoviejo,Pueblo Nuevo,Total Pueblo Nuevo,"4,181",160,160,320,"1,993","1,868","3,861"
,Manabí,Portoviejo,Pueblo Nuevo,Rural,"4,181",160,160,320,"1,993","1,868","3,861"
,Manabí,Portoviejo,Riochico,Total Riochico,"14,850",682,672,"1,354","6,825","6,671","13,496"
,Manabí,Portoviejo,Riochico,Rural,"14,850",682,672,"1,354","6,825","6,671","13,496"
,Manabí,Portoviejo,San Plácido,Total San Plácido,"8,180",255,250,505,"3,812","3,863","7,675"
,Manabí,Portoviejo,San Plácido,Rural,"8,180",255,250,505,"3,812","3,863","7,675"
,Manabí,Portoviejo,Chirijos,Total Chirijos,"2,717",13,12,25,"1,375","1,317","2,692"
,Manabí,Portoviejo,Chirijos,Rural,"2,717",13,12,25,"1,375","1,317","2,692"
,Manabí,Bolívar,Total Bolívar,Total Bolívar,"41,813","4,494","4,964","9,458","16,055","16,300","32,355"
,Manabí,Bolívar,Total Bolívar,Urbana,"20,009","3,582","3,997","7,579","5,958","6,472","12,430"
,Manabí,Bolívar,Total Bolívar,Rural,"21,804",912,967,"1,879","10,097","9,828","19,925"
,Manabí,Bolívar,Calceta,Total Calceta,"34,688","4,006","4,423","8,429","12,924","13,335","26,259"
,Manabí,Bolívar,Calceta,Urbana,"20,009","3,582","3,997","7,579","5,958","6,472","12,430"
,Manabí,Bolívar,Calceta,Rural,"14,679",424,426,850,"6,966","6,863","13,829"
,Manabí,Bolívar,Membrillo,Total Membrillo,"3,573",145,144,289,"1,706","1,578","3,284"
,Manabí,Bolívar,Membrillo,Rural,"3,573",145,144,289,"1,706","1,578","3,284"
,Manabí,Bolívar,Quiroga,Total Quiroga,"3,552",343,397,740,"1,425","1,387","2,812"
,Manabí,Bolívar,Quiroga,Rural,"3,552",343,397,740,"1,425","1,387","2,812"
,Manabí,Chone,Total Chone,Total Chone,"128,092","18,619","21,272","39,891","43,893","44,308","88,201"
,Manabí,Chone,Total Chone,Urbana,"54,579","15,808","18,138","33,946","9,705","10,928","20,633"
,Manabí,Chone,Total Chone,Rural,"73,513","2,811","3,134","5,945","34,188","33,380","67,568"
,Manabí,Chone,Chone,Total Chone,"76,186","16,162","18,542","34,704","20,287","21,195","41,482"
,Manabí,Chone,Chone,Urbana,"54,579","15,808","18,138","33,946","9,705","10,928","20,633"
,Manabí,Chone,Chone,Rural,"21,607",354,404,758,"10,582","10,267","20,849"
,Manabí,Chone,Boyacá,Total Boyacá,"4,444",101,97,198,"2,207","2,039","4,246"
,Manabí,Chone,Boyacá,Rural,"4,444",101,97,198,"2,207","2,039","4,246"
,Manabí,Chone,Canuto,Total Canuto,"11,132",362,414,776,"5,224","5,132","10,356"
,Manabí,Chone,Canuto,Rural,"11,132",362,414,776,"5,224","5,132","10,356"
,Manabí,Chone,Convento,Total Convento,"6,369",254,264,518,"2,963","2,888","5,851"
,Manabí,Chone,Convento,Rural,"6,369",254,264,518,"2,963","2,888","5,851"
,Manabí,Chone,Chibunga,Total Chibunga,"6,082",90,90,180,"3,019","2,883","5,902"
,Manabí,Chone,Chibunga,Rural,"6,082",90,90,180,"3,019","2,883","5,902"
,Manabí,Chone,Eloy Alfaro,Total Eloy Alfaro,"6,566",153,161,314,"3,113","3,139","6,252"
,Manabí,Chone,Eloy Alfaro,Rural,"6,566",153,161,314,"3,113","3,139","6,252"
,Manabí,Chone,Ricaurte,Total Ricaurte,"7,831",439,547,986,"3,495","3,350","6,845"
,Manabí,Chone,Ricaurte,Rural,"7,831",439,547,986,"3,495","3,350","6,845"
,Manabí,Chone,San Antonio,Total San Antonio,"9,482","1,058","1,157","2,215","3,585","3,682","7,267"
,Manabí,Chone,San Antonio,Rural,"9,482","1,058","1,157","2,215","3,585","3,682","7,267"
,Manabí,El Carmen,Total El Carmen,Total El Carmen,"120,900","17,130","18,364","35,494","42,801","42,605","85,406"
,Manabí,El Carmen,Total El Carmen,Urbana,"52,355","13,287","14,550","27,837","11,769","12,749","24,518"
,Manabí,El Carmen,Total El Carmen,Rural,"68,545","3,843","3,814","7,657","31,032","29,856","60,888"
,Manabí,El Carmen,El Carmen,Total El Carmen,"84,123","15,514","16,733","32,247","25,636","26,240","51,876"
,Manabí,El Carmen,El Carmen,Urbana,"52,355","13,287","14,550","27,837","11,769","12,749","24,518"
,Manabí,El Carmen,El Carmen,Rural,"31,768","2,227","2,183","4,410","13,867","13,491","27,358"
,Manabí,El Carmen,Wilfrido Loor Moreira,Total Wilfrido Loor Moreira,"3,911",182,217,399,"1,785","1,727","3,512"
,Manabí,El Carmen,Wilfrido Loor Moreira,Rural,"3,911",182,217,399,"1,785","1,727","3,512"
,Manabí,El Carmen,San Pedro de Suma,Total San Pedro de Suma,"7,251",308,321,629,"3,345","3,277","6,622"
,Manabí,El Carmen,San Pedro de Suma,Rural,"7,251",308,321,629,"3,345","3,277","6,622"
,Manabí,El Carmen,Santa María,Total Santa María,"13,662",510,496,"1,006","6,550","6,106","12,656"
,Manabí,El Carmen,Santa María,Rural,"13,662",510,496,"1,006","6,550","6,106","12,656"
,Manabí,El Carmen,El Paraíso la 14,Total El Paraíso la 14,"11,953",616,597,"1,213","5,485","5,255","10,740"
,Manabí,El Carmen,El Paraíso la 14,Rural,"11,953",616,597,"1,213","5,485","5,255","10,740"
,Manabí,Flavio Alfaro,Total Flavio Alfaro,Total Flavio Alfaro,"26,404","1,848","2,053","3,901","11,170","11,333","22,503"
,Manabí,Flavio Alfaro,Total Flavio Alfaro,Urbana,"8,305","1,422","1,598","3,020","2,481","2,804","5,285"
,Manabí,Flavio Alfaro,Total Flavio Alfaro,Rural,"18,099",426,455,881,"8,689","8,529","17,218"
,Manabí,Flavio Alfaro,Flavio Alfaro,Total Flavio Alfaro,"20,170","1,576","1,756","3,332","8,315","8,523","16,838"
,Manabí,Flavio Alfaro,Flavio Alfaro,Urbana,"8,305","1,422","1,598","3,020","2,481","2,804","5,285"
,Manabí,Flavio Alfaro,Flavio Alfaro,Rural,"11,865",154,158,312,"5,834","5,719","11,553"
,Manabí,Flavio Alfaro,San Francisco de Novillo,Total San Francisco de Novillo,"2,707",93,97,190,"1,286","1,231","2,517"
,Manabí,Flavio Alfaro,San Francisco de Novillo,Rural,"2,707",93,97,190,"1,286","1,231","2,517"
,Manabí,Flavio Alfaro,Zapallo,Total Zapallo,"3,527",179,200,379,"1,569","1,579","3,148"
,Manabí,Flavio Alfaro,Zapallo,Rural,"3,527",179,200,379,"1,569","1,579","3,148"
,Manabí,Jipijapa,Total Jipijapa,Total Jipijapa,"77,915","10,137","11,033","21,170","28,825","27,920","56,745"
,Manabí,Jipijapa,Total Jipijapa,Urbana,"45,183","9,207","10,124","19,331","12,576","13,276","25,852"
,Manabí,Jipijapa,Total Jipijapa,Rural,"32,732",930,909,"1,839","16,249","14,644","30,893"
,Manabí,Jipijapa,Jipijapa,Total Jipijapa,"54,438","9,262","10,169","19,431","17,363","17,644","35,007"
,Manabí,Jipijapa,Jipijapa,Urbana,"45,183","9,207","10,124","19,331","12,576","13,276","25,852"
,Manabí,Jipijapa,Jipijapa,Rural,"9,255",55,45,100,"4,787","4,368","9,155"
,Manabí,Jipijapa,América,Total América,"3,418",102,107,209,"1,678","1,531","3,209"
,Manabí,Jipijapa,América,Rural,"3,418",102,107,209,"1,678","1,531","3,209"
,Manabí,Jipijapa,El Anegado,Total El Anegado,"7,019",31,28,59,"3,677","3,283","6,960"
