,,,,,,,,,,,
,,,,,,,,,,,
,Tabla N°:,1.2 ,,,,,,,,,
,Nombre de la tabla:,"Población en viviendas particulares por condición de pobreza por NBI y sexo al nacer, según provincia, cantón, parroquia y área de residencia",,,,,,,,,
,Fuente:,VIII Censo de Población y VII de Vivienda ,,,,,,,,,
,Elaboración:,Instituto Nacional de Estadística y Censos (INEC) - Componente de Metodología y Análisis – CPV 2022 ,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Índice,"Provincia, cantón, parroquia y área de residencia",,,Número total de personas en viviendas particulares,Número total de personas en viviendas particulares,Condición de Pobreza por Necesidades Básicas Insatisfechas NBI,,,,,
,,,,,,No pobres,,"Total
No pobres",Pobres,,"Total
Pobres"
,,,,,,Sexo al nacer,,,Sexo al nacer,,
,,,,,,Hombres,Mujeres,,Hombres,Mujeres,
,,,,,,,,,,,
,Esmeraldas,Esmeraldas,Chinca,Rural,"5,103",4,9,13,"2,514","2,576","5,090"
,Esmeraldas,Esmeraldas,Majua,Total Majua,"3,368",19,19,38,"1,716","1,614","3,330"
,Esmeraldas,Esmeraldas,Majua,Rural,"3,368",19,19,38,"1,716","1,614","3,330"
,Esmeraldas,Esmeraldas,San Mateo,Total San Mateo,"7,937",847,927,"1,774","3,030","3,133","6,163"
,Esmeraldas,Esmeraldas,San Mateo,Rural,"7,937",847,927,"1,774","3,030","3,133","6,163"
,Esmeraldas,Esmeraldas,Tabiazo,Total Tabiazo,"2,789",174,202,376,"1,224","1,189","2,413"
,Esmeraldas,Esmeraldas,Tabiazo,Rural,"2,789",174,202,376,"1,224","1,189","2,413"
,Esmeraldas,Esmeraldas,Tachina,Total Tachina,"6,395","1,378","1,570","2,948","1,701","1,746","3,447"
,Esmeraldas,Esmeraldas,Tachina,Rural,"6,395","1,378","1,570","2,948","1,701","1,746","3,447"
,Esmeraldas,Esmeraldas,Vuelta Larga,Total Vuelta Larga,"8,930","1,742","1,971","3,713","2,427","2,790","5,217"
,Esmeraldas,Esmeraldas,Vuelta Larga,Rural,"8,930","1,742","1,971","3,713","2,427","2,790","5,217"
,Esmeraldas,Eloy Alfaro,Total Eloy Alfaro,Total Eloy Alfaro,"46,082","2,698","3,010","5,708","19,971","20,403","40,374"
,Esmeraldas,Eloy Alfaro,Total Eloy Alfaro,Urbana,"4,887",680,823,"1,503","1,536","1,848","3,384"
,Esmeraldas,Eloy Alfaro,Total Eloy Alfaro,Rural,"41,195","2,018","2,187","4,205","18,435","18,555","36,990"
,Esmeraldas,Eloy Alfaro,Valdez,Total Valdez,"5,779",680,823,"1,503","1,997","2,279","4,276"
,Esmeraldas,Eloy Alfaro,Valdez,Urbana,"4,887",680,823,"1,503","1,536","1,848","3,384"
,Esmeraldas,Eloy Alfaro,Valdez,Rural,892,,,0,461,431,892
,Esmeraldas,Eloy Alfaro,Anchayacu,Total Anchayacu,"3,075",29,35,64,"1,564","1,447","3,011"
,Esmeraldas,Eloy Alfaro,Anchayacu,Rural,"3,075",29,35,64,"1,564","1,447","3,011"
,Esmeraldas,Eloy Alfaro,Atahualpa,Total Atahualpa,"1,383",40,28,68,648,667,"1,315"
,Esmeraldas,Eloy Alfaro,Atahualpa,Rural,"1,383",40,28,68,648,667,"1,315"
,Esmeraldas,Eloy Alfaro,Borbón,Total Borbón,"9,057","1,188","1,325","2,513","3,174","3,370","6,544"
,Esmeraldas,Eloy Alfaro,Borbón,Rural,"9,057","1,188","1,325","2,513","3,174","3,370","6,544"
,Esmeraldas,Eloy Alfaro,La Tola,Total La Tola,"2,886",2,1,3,"1,418","1,465","2,883"
,Esmeraldas,Eloy Alfaro,La Tola,Rural,"2,886",2,1,3,"1,418","1,465","2,883"
,Esmeraldas,Eloy Alfaro,Luis Vargas Torres,Total Luis Vargas Torres,534,15,11,26,252,256,508
,Esmeraldas,Eloy Alfaro,Luis Vargas Torres,Rural,534,15,11,26,252,256,508
,Esmeraldas,Eloy Alfaro,Maldonado,Total Maldonado,"2,097",87,90,177,901,"1,019","1,920"
,Esmeraldas,Eloy Alfaro,Maldonado,Rural,"2,097",87,90,177,901,"1,019","1,920"
,Esmeraldas,Eloy Alfaro,Pampanal de Bolívar,Total Pampanal de Bolívar,"1,363",1,1,2,666,695,"1,361"
,Esmeraldas,Eloy Alfaro,Pampanal de Bolívar,Rural,"1,363",1,1,2,666,695,"1,361"
,Esmeraldas,Eloy Alfaro,San Francisco de Onzole,Total San Francisco de Onzole,"1,838",,,0,947,891,"1,838"
,Esmeraldas,Eloy Alfaro,San Francisco de Onzole,Rural,"1,838",,,0,947,891,"1,838"
,Esmeraldas,Eloy Alfaro,Santo Domingo de Onzole,Total Santo Domingo de Onzole,"3,577",4,9,13,"1,843","1,721","3,564"
,Esmeraldas,Eloy Alfaro,Santo Domingo de Onzole,Rural,"3,577",4,9,13,"1,843","1,721","3,564"
,Esmeraldas,Eloy Alfaro,Selva Alegre,Total Selva Alegre,"1,466",92,107,199,604,663,"1,267"
,Esmeraldas,Eloy Alfaro,Selva Alegre,Rural,"1,466",92,107,199,604,663,"1,267"
,Esmeraldas,Eloy Alfaro,Telembí,Total Telembí,"6,316",221,223,444,"3,024","2,848","5,872"
,Esmeraldas,Eloy Alfaro,Telembí,Rural,"6,316",221,223,444,"3,024","2,848","5,872"
,Esmeraldas,Eloy Alfaro,Colón Eloy del María,Total Colón Eloy del María,"2,200",97,109,206,967,"1,027","1,994"
,Esmeraldas,Eloy Alfaro,Colón Eloy del María,Rural,"2,200",97,109,206,967,"1,027","1,994"
,Esmeraldas,Eloy Alfaro,San José de Cayapas,Total San José de Cayapas,"1,433",,,0,727,706,"1,433"
,Esmeraldas,Eloy Alfaro,San José de Cayapas,Rural,"1,433",,,0,727,706,"1,433"
,Esmeraldas,Eloy Alfaro,Timbiré,Total Timbiré,"1,153",242,248,490,315,348,663
,Esmeraldas,Eloy Alfaro,Timbiré,Rural,"1,153",242,248,490,315,348,663
,Esmeraldas,Eloy Alfaro,Santa Lucía de las Peñas,Total Santa Lucía de las Peñas,"1,925",,,0,924,"1,001","1,925"
,Esmeraldas,Eloy Alfaro,Santa Lucía de las Peñas,Rural,"1,925",,,0,924,"1,001","1,925"
,Esmeraldas,Muisne,Total Muisne,Total Muisne,"36,276","1,366","1,422","2,788","16,980","16,508","33,488"
,Esmeraldas,Muisne,Total Muisne,Urbana,"5,535",321,310,631,"2,479","2,425","4,904"
,Esmeraldas,Muisne,Total Muisne,Rural,"30,741","1,045","1,112","2,157","14,501","14,083","28,584"
,Esmeraldas,Muisne,Muisne,Total Muisne,"8,747",597,636,"1,233","3,814","3,700","7,514"
,Esmeraldas,Muisne,Muisne,Urbana,"5,535",321,310,631,"2,479","2,425","4,904"
,Esmeraldas,Muisne,Muisne,Rural,"3,212",276,326,602,"1,335","1,275","2,610"
,Esmeraldas,Muisne,Bolívar,Total Bolívar,"2,523",138,138,276,"1,131","1,116","2,247"
,Esmeraldas,Muisne,Bolívar,Rural,"2,523",138,138,276,"1,131","1,116","2,247"
,Esmeraldas,Muisne,Daule,Total Daule,"2,842",86,87,173,"1,369","1,300","2,669"
,Esmeraldas,Muisne,Daule,Rural,"2,842",86,87,173,"1,369","1,300","2,669"
,Esmeraldas,Muisne,Galera,Total Galera,"1,659",146,141,287,704,668,"1,372"
,Esmeraldas,Muisne,Galera,Rural,"1,659",146,141,287,704,668,"1,372"
,Esmeraldas,Muisne,Quingue,Total Quingue,519,40,49,89,225,205,430
,Esmeraldas,Muisne,Quingue,Rural,519,40,49,89,225,205,430
,Esmeraldas,Muisne,Sálima,Total Sálima,"1,439",,,0,727,712,"1,439"
,Esmeraldas,Muisne,Sálima,Rural,"1,439",,,0,727,712,"1,439"
,Esmeraldas,Muisne,San Francisco,Total San Francisco,"4,992",138,171,309,"2,375","2,308","4,683"
,Esmeraldas,Muisne,San Francisco,Rural,"4,992",138,171,309,"2,375","2,308","4,683"
,Esmeraldas,Muisne,San Gregorio,Total San Gregorio,"7,851",212,194,406,"3,825","3,620","7,445"
,Esmeraldas,Muisne,San Gregorio,Rural,"7,851",212,194,406,"3,825","3,620","7,445"
,Esmeraldas,Muisne,San José de Chamanga,Total San José de Chamanga,"5,704",9,6,15,"2,810","2,879","5,689"
,Esmeraldas,Muisne,San José de Chamanga,Rural,"5,704",9,6,15,"2,810","2,879","5,689"
,Esmeraldas,Quinindé,Total Quinindé,Total Quinindé,"126,675","17,379","18,827","36,206","45,901","44,568","90,469"
,Esmeraldas,Quinindé,Total Quinindé,Urbana,"31,030","9,148","10,086","19,234","5,634","6,162","11,796"
,Esmeraldas,Quinindé,Total Quinindé,Rural,"95,645","8,231","8,741","16,972","40,267","38,406","78,673"
,Esmeraldas,Quinindé,Rosa Zárate,Total Rosa Zárate,"55,614","10,190","11,256","21,446","17,007","17,161","34,168"
,Esmeraldas,Quinindé,Rosa Zárate,Urbana,"31,030","9,148","10,086","19,234","5,634","6,162","11,796"
,Esmeraldas,Quinindé,Rosa Zárate,Rural,"24,584","1,042","1,170","2,212","11,373","10,999","22,372"
,Esmeraldas,Quinindé,Cube,Total Cube,"7,870",77,79,156,"4,117","3,597","7,714"
,Esmeraldas,Quinindé,Cube,Rural,"7,870",77,79,156,"4,117","3,597","7,714"
,Esmeraldas,Quinindé,Chura,Total Chura,"3,241",100,84,184,"1,580","1,477","3,057"
,Esmeraldas,Quinindé,Chura,Rural,"3,241",100,84,184,"1,580","1,477","3,057"
,Esmeraldas,Quinindé,Malimpia,Total Malimpia,"19,862",315,287,602,"10,025","9,235","19,260"
,Esmeraldas,Quinindé,Malimpia,Rural,"19,862",315,287,602,"10,025","9,235","19,260"
,Esmeraldas,Quinindé,Viche,Total Viche,"5,955","1,206","1,348","2,554","1,642","1,759","3,401"
,Esmeraldas,Quinindé,Viche,Rural,"5,955","1,206","1,348","2,554","1,642","1,759","3,401"
,Esmeraldas,Quinindé,La Unión,Total La Unión,"34,133","5,491","5,773","11,264","11,530","11,339","22,869"
,Esmeraldas,Quinindé,La Unión,Rural,"34,133","5,491","5,773","11,264","11,530","11,339","22,869"
,Esmeraldas,San Lorenzo,Total San Lorenzo,Total San Lorenzo,"47,861","5,978","6,567","12,545","16,821","18,495","35,316"
,Esmeraldas,San Lorenzo,Total San Lorenzo,Urbana,"28,195","4,471","5,028","9,499","8,665","10,031","18,696"
,Esmeraldas,San Lorenzo,Total San Lorenzo,Rural,"19,666","1,507","1,539","3,046","8,156","8,464","16,620"
,Esmeraldas,San Lorenzo,San Lorenzo,Total San Lorenzo,"32,117","4,882","5,436","10,318","10,168","11,631","21,799"
,Esmeraldas,San Lorenzo,San Lorenzo,Urbana,"28,195","4,471","5,028","9,499","8,665","10,031","18,696"
,Esmeraldas,San Lorenzo,San Lorenzo,Rural,"3,922",411,408,819,"1,503","1,600","3,103"
,Esmeraldas,San Lorenzo,Alto Tambo,Total Alto Tambo,"1,866",151,153,304,770,792,"1,562"
,Esmeraldas,San Lorenzo,Alto Tambo,Rural,"1,866",151,153,304,770,792,"1,562"
,Esmeraldas,San Lorenzo,Ancón,Total Ancón,"1,415",11,14,25,674,716,"1,390"
,Esmeraldas,San Lorenzo,Ancón,Rural,"1,415",11,14,25,674,716,"1,390"
,Esmeraldas,San Lorenzo,Calderón,Total Calderón,"1,164",13,19,32,551,581,"1,132"
,Esmeraldas,San Lorenzo,Calderón,Rural,"1,164",13,19,32,551,581,"1,132"
,Esmeraldas,San Lorenzo,Carondelet,Total Carondelet,"1,117",169,157,326,392,399,791
,Esmeraldas,San Lorenzo,Carondelet,Rural,"1,117",169,157,326,392,399,791
,Esmeraldas,San Lorenzo,5 de Junio,Total 5 de Junio,247,48,47,95,70,82,152
,Esmeraldas,San Lorenzo,5 de Junio,Rural,247,48,47,95,70,82,152
,Esmeraldas,San Lorenzo,Concepción,Total Concepción,"1,976",10,12,22,928,"1,026","1,954"
,Esmeraldas,San Lorenzo,Concepción,Rural,"1,976",10,12,22,928,"1,026","1,954"
,Esmeraldas,San Lorenzo,Mataje,Total Mataje,"1,053",17,16,33,536,484,"1,020"
,Esmeraldas,San Lorenzo,Mataje,Rural,"1,053",17,16,33,536,484,"1,020"
,Esmeraldas,San Lorenzo,San Javier de Cachaví,Total San Javier de Cachaví,786,117,102,219,283,284,567
,Esmeraldas,San Lorenzo,San Javier de Cachaví,Rural,786,117,102,219,283,284,567
,Esmeraldas,San Lorenzo,Santa Rita,Total Santa Rita,"1,636",200,229,429,598,609,"1,207"
,Esmeraldas,San Lorenzo,Santa Rita,Rural,"1,636",200,229,429,598,609,"1,207"
,Esmeraldas,San Lorenzo,Tambillo,Total Tambillo,"1,360",2,7,9,685,666,"1,351"
,Esmeraldas,San Lorenzo,Tambillo,Rural,"1,360",2,7,9,685,666,"1,351"
,Esmeraldas,San Lorenzo,Tululbí,Total Tululbí,"2,613",281,303,584,985,"1,044","2,029"
,Esmeraldas,San Lorenzo,Tululbí,Rural,"2,613",281,303,584,985,"1,044","2,029"
,Esmeraldas,San Lorenzo,Urbina,Total Urbina,511,77,72,149,181,181,362
,Esmeraldas,San Lorenzo,Urbina,Rural,511,77,72,149,181,181,362
,Esmeraldas,Atacames,Total Atacames,Total Atacames,"50,755","7,176","7,548","14,724","17,422","18,609","36,031"
,Esmeraldas,Atacames,Total Atacames,Urbana,"18,725","3,236","3,452","6,688","5,777","6,260","12,037"
,Esmeraldas,Atacames,Total Atacames,Rural,"32,030","3,940","4,096","8,036","11,645","12,349","23,994"
,Esmeraldas,Atacames,Atacames,Total Atacames,"21,645","3,351","3,556","6,907","7,132","7,606","14,738"
,Esmeraldas,Atacames,Atacames,Urbana,"18,725","3,236","3,452","6,688","5,777","6,260","12,037"
,Esmeraldas,Atacames,Atacames,Rural,"2,920",115,104,219,"1,355","1,346","2,701"
,Esmeraldas,Atacames,La Unión,Total La Unión,"3,357",174,178,352,"1,448","1,557","3,005"
,Esmeraldas,Atacames,La Unión,Rural,"3,357",174,178,352,"1,448","1,557","3,005"
,Esmeraldas,Atacames,Súa,Total Súa,"4,386",561,653,"1,214","1,562","1,610","3,172"
,Esmeraldas,Atacames,Súa,Rural,"4,386",561,653,"1,214","1,562","1,610","3,172"
,Esmeraldas,Atacames,Tonchigüe,Total Tonchigüe,"8,291","1,059","1,128","2,187","2,968","3,136","6,104"
,Esmeraldas,Atacames,Tonchigüe,Rural,"8,291","1,059","1,128","2,187","2,968","3,136","6,104"
,Esmeraldas,Atacames,Tonsupa,Total Tonsupa,"13,076","2,031","2,033","4,064","4,312","4,700","9,012"
,Esmeraldas,Atacames,Tonsupa,Rural,"13,076","2,031","2,033","4,064","4,312","4,700","9,012"
,Esmeraldas,Rioverde,Total Rioverde,Total Rioverde,"32,871","1,257","1,379","2,636","15,016","15,219","30,235"
,Esmeraldas,Rioverde,Total Rioverde,Urbana,"4,006",432,465,897,"1,470","1,639","3,109"
,Esmeraldas,Rioverde,Total Rioverde,Rural,"28,865",825,914,"1,739","13,546","13,580","27,126"
,Esmeraldas,Rioverde,Rioverde,Total Rioverde,"7,119",517,562,"1,079","2,915","3,125","6,040"
,Esmeraldas,Rioverde,Rioverde,Urbana,"4,006",432,465,897,"1,470","1,639","3,109"
,Esmeraldas,Rioverde,Rioverde,Rural,"3,113",85,97,182,"1,445","1,486","2,931"
,Esmeraldas,Rioverde,Chontaduro,Total Chontaduro,"4,147",21,26,47,"2,143","1,957","4,100"
,Esmeraldas,Rioverde,Chontaduro,Rural,"4,147",21,26,47,"2,143","1,957","4,100"
,Esmeraldas,Rioverde,Chumundé,Total Chumundé,"4,508",27,31,58,"2,281","2,169","4,450"
,Esmeraldas,Rioverde,Chumundé,Rural,"4,508",27,31,58,"2,281","2,169","4,450"
,Esmeraldas,Rioverde,Lagarto,Total Lagarto,"5,670",150,148,298,"2,678","2,694","5,372"
,Esmeraldas,Rioverde,Lagarto,Rural,"5,670",150,148,298,"2,678","2,694","5,372"
,Esmeraldas,Rioverde,Montalvo,Total Montalvo,"5,254",94,97,191,"2,498","2,565","5,063"
,Esmeraldas,Rioverde,Montalvo,Rural,"5,254",94,97,191,"2,498","2,565","5,063"
,Esmeraldas,Rioverde,Rocafuerte,Total Rocafuerte,"6,173",448,515,963,"2,501","2,709","5,210"
,Esmeraldas,Rioverde,Rocafuerte,Rural,"6,173",448,515,963,"2,501","2,709","5,210"
,Guayas,Total Guayas,Total Guayas,Total Guayas,"4,376,301","1,296,433","1,368,103","2,664,536","843,994","867,771","1,711,765"
,Guayas,Total Guayas,Total Guayas,Urbana,"3,729,407","1,228,955","1,300,701","2,529,656","583,673","616,078","1,199,751"
,Guayas,Total Guayas,Total Guayas,Rural,"646,894","67,478","67,402","134,880","260,321","251,693","512,014"
,Guayas,Guayaquil,Total Guayaquil,Total Guayaquil,"2,732,127","948,006","998,788","1,946,794","383,334","401,999","785,333"
,Guayas,Guayaquil,Total Guayaquil,Urbana,"2,636,190","927,597","978,917","1,906,514","355,096","374,580","729,676"
,Guayas,Guayaquil,Total Guayaquil,Rural,"95,937","20,409","19,871","40,280","28,238","27,419","55,657"
,Guayas,Guayaquil,Guayaquil,Total Guayaquil,"2,651,280","929,833","980,973","1,910,806","360,580","379,894","740,474"
,Guayas,Guayaquil,Guayaquil,Urbana,"2,636,190","927,597","978,917","1,906,514","355,096","374,580","729,676"
,Guayas,Guayaquil,Guayaquil,Rural,"15,090","2,236","2,056","4,292","5,484","5,314","10,798"
,Guayas,Guayaquil,Juan Gómez Rendón,Total Juan Gómez Rendón,"13,460","3,874","3,864","7,738","2,943","2,779","5,722"
,Guayas,Guayaquil,Juan Gómez Rendón,Rural,"13,460","3,874","3,864","7,738","2,943","2,779","5,722"
,Guayas,Guayaquil,Morro,Total Morro,"6,482","1,537","1,459","2,996","1,797","1,689","3,486"
,Guayas,Guayaquil,Morro,Rural,"6,482","1,537","1,459","2,996","1,797","1,689","3,486"
,Guayas,Guayaquil,Posorja,Total Posorja,"33,691","9,089","9,033","18,122","7,723","7,846","15,569"
,Guayas,Guayaquil,Posorja,Rural,"33,691","9,089","9,033","18,122","7,723","7,846","15,569"
,Guayas,Guayaquil,Puná,Total Puná,"15,244",548,487,"1,035","7,399","6,810","14,209"
,Guayas,Guayaquil,Puná,Rural,"15,244",548,487,"1,035","7,399","6,810","14,209"
,Guayas,Guayaquil,Tenguel,Total Tenguel,"11,970","3,125","2,972","6,097","2,892","2,981","5,873"
,Guayas,Guayaquil,Tenguel,Rural,"11,970","3,125","2,972","6,097","2,892","2,981","5,873"
,Guayas,Alfredo Baquerizo Moreno (Juján),Total Alfredo Baquerizo Moreno (Juján),Total Alfredo Baquerizo Moreno (Juján),"25,523","1,968","2,090","4,058","10,749","10,716","21,465"
,Guayas,Alfredo Baquerizo Moreno (Juján),Total Alfredo Baquerizo Moreno (Juján),Urbana,"6,033","1,525","1,601","3,126","1,369","1,538","2,907"
,Guayas,Alfredo Baquerizo Moreno (Juján),Total Alfredo Baquerizo Moreno (Juján),Rural,"19,490",443,489,932,"9,380","9,178","18,558"
,Guayas,Alfredo Baquerizo Moreno (Juján),Alfredo Baquerizo Moreno (Juján),Total Alfredo Baquerizo Moreno (Juján),"25,523","1,968","2,090","4,058","10,749","10,716","21,465"
,Guayas,Alfredo Baquerizo Moreno (Juján),Alfredo Baquerizo Moreno (Juján),Urbana,"6,033","1,525","1,601","3,126","1,369","1,538","2,907"
,Guayas,Alfredo Baquerizo Moreno (Juján),Alfredo Baquerizo Moreno (Juján),Rural,"19,490",443,489,932,"9,380","9,178","18,558"
,Guayas,Balao,Total Balao,Total Balao,"25,649","6,969","6,700","13,669","6,007","5,973","11,980"
,Guayas,Balao,Total Balao,Urbana,"12,845","4,057","3,900","7,957","2,428","2,460","4,888"
,Guayas,Balao,Total Balao,Rural,"12,804","2,912","2,800","5,712","3,579","3,513","7,092"
,Guayas,Balao,Balao,Total Balao,"25,649","6,969","6,700","13,669","6,007","5,973","11,980"
,Guayas,Balao,Balao,Urbana,"12,845","4,057","3,900","7,957","2,428","2,460","4,888"
,Guayas,Balao,Balao,Rural,"12,804","2,912","2,800","5,712","3,579","3,513","7,092"
,Guayas,Balzar,Total Balzar,Total Balzar,"57,806","5,849","6,097","11,946","22,870","22,990","45,860"
,Guayas,Balzar,Total Balzar,Urbana,"32,738","5,623","5,848","11,471","10,345","10,922","21,267"
,Guayas,Balzar,Total Balzar,Rural,"25,068",226,249,475,"12,525","12,068","24,593"
,Guayas,Balzar,Balzar,Total Balzar,"57,806","5,849","6,097","11,946","22,870","22,990","45,860"
,Guayas,Balzar,Balzar,Urbana,"32,738","5,623","5,848","11,471","10,345","10,922","21,267"
,Guayas,Balzar,Balzar,Rural,"25,068",226,249,475,"12,525","12,068","24,593"
,Guayas,Colimes,Total Colimes,Total Colimes,"26,203","2,494","2,558","5,052","10,912","10,239","21,151"
,Guayas,Colimes,Total Colimes,Urbana,"7,596","1,901","1,969","3,870","1,817","1,909","3,726"
,Guayas,Colimes,Total Colimes,Rural,"18,607",593,589,"1,182","9,095","8,330","17,425"
,Guayas,Colimes,Colimes,Total Colimes,"20,299","2,158","2,205","4,363","8,199","7,737","15,936"
,Guayas,Colimes,Colimes,Urbana,"7,596","1,901","1,969","3,870","1,817","1,909","3,726"
,Guayas,Colimes,Colimes,Rural,"12,703",257,236,493,"6,382","5,828","12,210"
,Guayas,Colimes,San Jacinto,Total San Jacinto,"5,904",336,353,689,"2,713","2,502","5,215"
,Guayas,Colimes,San Jacinto,Rural,"5,904",336,353,689,"2,713","2,502","5,215"
,Guayas,Daule,Total Daule,Total Daule,"222,228","68,716","76,650","145,366","37,972","38,890","76,862"
,Guayas,Daule,Total Daule,Urbana,"161,305","64,560","72,381","136,941","11,748","12,616","24,364"
,Guayas,Daule,Total Daule,Rural,"60,923","4,156","4,269","8,425","26,224","26,274","52,498"
,Guayas,Daule,Daule,Total Daule,"183,206","66,066","73,912","139,978","21,288","21,940","43,228"
,Guayas,Daule,Daule,Urbana,"161,305","64,560","72,381","136,941","11,748","12,616","24,364"
,Guayas,Daule,Daule,Rural,"21,901","1,506","1,531","3,037","9,540","9,324","18,864"
,Guayas,Daule,Juan Bautista Aguirre,Total Juan Bautista Aguirre,"9,380",531,535,"1,066","4,110","4,204","8,314"
,Guayas,Daule,Juan Bautista Aguirre,Rural,"9,380",531,535,"1,066","4,110","4,204","8,314"
,Guayas,Daule,Laurel,Total Laurel,"10,540",909,947,"1,856","4,295","4,389","8,684"
,Guayas,Daule,Laurel,Rural,"10,540",909,947,"1,856","4,295","4,389","8,684"
,Guayas,Daule,Limonal,Total Limonal,"9,407","1,083","1,131","2,214","3,591","3,602","7,193"
,Guayas,Daule,Limonal,Rural,"9,407","1,083","1,131","2,214","3,591","3,602","7,193"
,Guayas,Daule,Los Lojas,Total Los Lojas,"9,695",127,125,252,"4,688","4,755","9,443"
,Guayas,Daule,Los Lojas,Rural,"9,695",127,125,252,"4,688","4,755","9,443"
,Guayas,Durán,Total Durán,Total Durán,"303,831","51,163","54,058","105,221","97,087","101,523","198,610"
,Guayas,Durán,Total Durán,Urbana,"295,132","50,879","53,722","104,601","92,907","97,624","190,531"
,Guayas,Durán,Total Durán,Rural,"8,699",284,336,620,"4,180","3,899","8,079"
,Guayas,Durán,Eloy Alfaro,Total Eloy Alfaro,"303,831","51,163","54,058","105,221","97,087","101,523","198,610"
,Guayas,Durán,Eloy Alfaro,Urbana,"295,132","50,879","53,722","104,601","92,907","97,624","190,531"
,Guayas,Durán,Eloy Alfaro,Rural,"8,699",284,336,620,"4,180","3,899","8,079"
,Guayas,El Empalme,Total El Empalme,Total El Empalme,"79,736","10,922","11,763","22,685","28,548","28,503","57,051"
,Guayas,El Empalme,Total El Empalme,Urbana,"41,753","9,164","9,962","19,126","10,958","11,669","22,627"
,Guayas,El Empalme,Total El Empalme,Rural,"37,983","1,758","1,801","3,559","17,590","16,834","34,424"
,Guayas,El Empalme,Velasco Ibarra,Total Velasco Ibarra,"50,926","9,629","10,438","20,067","15,105","15,754","30,859"
,Guayas,El Empalme,Velasco Ibarra,Urbana,"41,753","9,164","9,962","19,126","10,958","11,669","22,627"
,Guayas,El Empalme,Velasco Ibarra,Rural,"9,173",465,476,941,"4,147","4,085","8,232"
,Guayas,El Empalme,Guayas,Total Guayas,"18,730",527,562,"1,089","9,099","8,542","17,641"
,Guayas,El Empalme,Guayas,Rural,"18,730",527,562,"1,089","9,099","8,542","17,641"
,Guayas,El Empalme,El Rosario,Total El Rosario,"10,080",766,763,"1,529","4,344","4,207","8,551"
,Guayas,El Empalme,El Rosario,Rural,"10,080",766,763,"1,529","4,344","4,207","8,551"
,Guayas,El Triunfo,Total El Triunfo,Total El Triunfo,"60,262","12,867","13,595","26,462","16,670","17,130","33,800"
,Guayas,El Triunfo,Total El Triunfo,Urbana,"40,890","10,865","11,455","22,320","8,945","9,625","18,570"
,Guayas,El Triunfo,Total El Triunfo,Rural,"19,372","2,002","2,140","4,142","7,725","7,505","15,230"
,Guayas,El Triunfo,El Triunfo,Total El Triunfo,"60,262","12,867","13,595","26,462","16,670","17,130","33,800"
,Guayas,El Triunfo,El Triunfo,Urbana,"40,890","10,865","11,455","22,320","8,945","9,625","18,570"
,Guayas,El Triunfo,El Triunfo,Rural,"19,372","2,002","2,140","4,142","7,725","7,505","15,230"
,Guayas,Milagro,Total Milagro,Total Milagro,"195,889","51,940","54,805","106,745","43,420","45,724","89,144"
,Guayas,Milagro,Total Milagro,Urbana,"159,926","50,207","53,055","103,262","27,319","29,345","56,664"
,Guayas,Milagro,Total Milagro,Rural,"35,963","1,733","1,750","3,483","16,101","16,379","32,480"
,Guayas,Milagro,Milagro,Total Milagro,"173,358","50,748","53,649","104,397","33,363","35,598","68,961"
,Guayas,Milagro,Milagro,Urbana,"159,926","50,207","53,055","103,262","27,319","29,345","56,664"
